wkt_geom	osm_id	code	fclass	name	ref	oneway	maxspeed	layer	bridge	tunnel	path
LineString (113.90445669999999723 22.54761699999999891, 113.90437049999999886 22.54712470000000124, 113.90432309999999916 22.54661289999999951, 113.90433330000000467 22.54609470000000115, 113.90436060000000396 22.54536699999999882, 113.90438589999999408 22.54437090000000055, 113.90442790000000173 22.54209020000000052)	165265378	5133	primary_link	北环大道辅路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.90593789999999785 22.54481790000000174, 113.90588080000000559 22.54478980000000021, 113.90584350000000313 22.54474490000000131, 113.90583039999999926 22.5446901000000004, 113.90584420000000421 22.54446180000000055, 113.90586650000000191 22.54439179999999965, 113.90592289999999309 22.54431939999999912, 113.90599539999999479 22.54426559999999924, 113.90609069999999292 22.54423110000000108, 113.9061899000000011 22.54422449999999856, 113.90627829999999676 22.544238, 113.90636000000000649 22.54427199999999942)	165265379	5133	primary_link			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.95143050000000073 22.5374282000000008, 113.9510755999999958 22.53701600000000127, 113.95095270000000198 22.53685400000000172, 113.95089330000000416 22.53677569999999974, 113.95064650000000483 22.53634549999999948, 113.95043200000000638 22.53598279999999932, 113.95028369999999995 22.53570279999999926, 113.95018650000000093 22.53548869999999837, 113.95009439999999756 22.53524200000000022, 113.95005569999999295 22.53514279999999914, 113.94994309999999871 22.53473169999999826, 113.94989549999999667 22.5344023, 113.94981140000000153 22.53318610000000177, 113.94977539999999294 22.53266569999999902, 113.94972230000000479 22.53192650000000086, 113.9496058000000005 22.53015410000000074, 113.94945429999999931 22.52882569999999873, 113.94941959999999881 22.52852120000000014, 113.949399200000002 22.5283420999999997, 113.9493207999999953 22.52747280000000174, 113.94931230000000255 22.52734450000000166, 113.94931019999999933 22.52727580000000174, 113.94931719999999586 22.52700989999999948, 113.94931359999999643 22.52694530000000128, 113.94928120000000149 22.52662720000000007, 113.94925600000000543 22.52646130000000113)	182178727	5133	primary_link			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.92965890000000684 22.52685260000000156, 113.92932770000000176 22.52621399999999952, 113.92915600000000609 22.52581759999999989, 113.92899649999999667 22.52552439999999834, 113.92889549999999588 22.52540940000000091, 113.92876950000000136 22.52532520000000105, 113.92861589999999694 22.52526320000000126, 113.92845459999999491 22.5252334999999988, 113.92779880000000503 22.52528819999999854)	182367022	5133	primary_link	滨海后海立交		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (114.06271130000000369 22.54620159999999984, 114.06263599999999769 22.54586400000000168, 114.06261630000000196 22.54576780000000014, 114.06259330000000318 22.54568649999999863, 114.06253420000000176 22.54562629999999857, 114.06245690000000081 22.54559220000000153, 114.06237450000000422 22.5455830000000006)	166998775	5133	primary_link			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (114.04469989999999768 22.54930990000000079, 114.04460559999999703 22.54932589999999948, 114.04453709999999944 22.54936560000000156, 114.04447899999999549 22.54944180000000031, 114.04435150000000476 22.54971310000000173)	173488618	5133	primary_link			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.90438589999999408 22.54437090000000055, 113.90433419999999387 22.54410659999999922, 113.90428570000000263 22.54398769999999885, 113.9042228999999935 22.54389079999999979, 113.90412200000000098 22.54380859999999842, 113.90397160000000554 22.54374629999999868, 113.90385460000000251 22.54373139999999864, 113.90373669999999606 22.54374239999999929, 113.90359429999999463 22.54379379999999955, 113.90347509999999431 22.54388309999999862, 113.90340620000000627 22.5439733000000011, 113.90336229999999773 22.5440763000000004, 113.90334629999999549 22.54419130000000138, 113.90336189999999306 22.54430650000000114, 113.90341370000000154 22.54442350000000062, 113.90348339999999894 22.54450960000000137)	165265402	5133	primary_link			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.90797340000000304 22.54436460000000153, 113.90825150000000576 22.5443788000000005, 113.90890530000000069 22.54443489999999883)	165265405	5133	primary_link	宝安大道辅路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.94776910000000214 22.52242090000000019, 113.94787440000000345 22.52236830000000012, 113.94797739999999919 22.52233160000000112, 113.94806819999999448 22.52231169999999949)	165265399	5133	primary_link	滨海沙河西立交		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.90542150000000277 22.54314199999999957, 113.90557019999999966 22.54334490000000102, 113.90607369999999321 22.54395050000000111, 113.90608109999999442 22.54395879999999863, 113.90636000000000649 22.54427199999999942, 113.90647590000000378 22.54437250000000148, 113.90659560000000283 22.54442620000000019, 113.90668290000000695 22.54444099999999906, 113.90809470000000658 22.54444489999999846, 113.90890530000000069 22.54443489999999883)	165265401	5133	primary_link			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary_link.shp
LineString (113.97120660000000214 22.55652350000000084, 113.97415100000000621 22.55398800000000037, 113.97432360000000529 22.55384249999999824, 113.97473920000000192 22.55349220000000088, 113.97509999999999764 22.55318799999999868, 113.97592600000000118 22.5524249999999995, 113.9766609999999929 22.55183600000000155, 113.97794100000000128 22.55098800000000026, 113.97921359999999424 22.55034500000000008, 113.97973530000000153 22.55005939999999853, 113.97982550000000401 22.55001880000000014, 113.98037390000000357 22.54973349999999854, 113.98108209999999474 22.54930620000000019, 113.98185770000000616 22.54878779999999949, 113.98249640000000227 22.54834200000000166, 113.98343339999999557 22.5475393000000004, 113.98397239999999897 22.5470776000000015, 113.98472230000000138 22.54644090000000034, 113.98485530000000665 22.54632799999999904, 113.98557519999999954 22.54570070000000115, 113.98649450000000627 22.54494329999999991, 113.98689140000000464 22.54461960000000076, 113.98711409999999944 22.54447250000000125, 113.98735689999999465 22.54432939999999874, 113.98760640000000421 22.54421779999999842, 113.98782679999999345 22.54414510000000149, 113.98809470000000488 22.54406930000000031, 113.98837869999999839 22.54402920000000066, 113.98975070000000187 22.54387150000000162, 113.99068499999999915 22.54375990000000129, 113.99082169999999792 22.54374599999999873, 113.99096029999999757 22.54373190000000093, 113.99124980000000562 22.5437176000000008)	633620718	5113	primary	侨香路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.006644399999999 22.54940519999999893, 114.00659509999999841 22.54934749999999966, 114.00620859999999368 22.54895390000000077)	633620741	5113	primary	侨香路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.99124980000000562 22.5437176000000008, 113.99138619999999378 22.54372160000000136, 113.99147299999999916 22.5437316999999986, 113.99156659999999874 22.54375029999999924, 113.99195020000000511 22.5438679999999998, 113.99208749999999668 22.54391220000000118)	633620716	5113	primary	侨香路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.9913820999999956 22.54415850000000177, 113.99129130000000032 22.54386360000000167, 113.99124980000000562 22.5437176000000008)	633620717	5113	primary	侨城东路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.00543190000000493 22.54805530000000147, 114.00552220000000148 22.54813869999999909, 114.00603619999999694 22.54861340000000069, 114.00634349999999984 22.54889989999999855)	633620711	5113	primary	侨香路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.99208749999999668 22.54391220000000118, 113.9925080999999949 22.54408600000000007, 113.99635979999999336 22.54559210000000036, 113.99734680000000253 22.54597860000000153, 113.99770089999999811 22.54610740000000035, 113.99810859999999479 22.54619659999999826, 113.99858070000000509 22.54625599999999963, 113.99980440000000215 22.54637759999999957, 114.00076529999999764 22.54646590000000117, 114.00237869999999418 22.54663250000000119, 114.00288290000000302 22.54671180000000064, 114.00327319999999531 22.54681210000000036, 114.00353769999999543 22.54689270000000079, 114.00380560000000685 22.54699919999999835, 114.00423469999999782 22.54719730000000055, 114.0045566000000008 22.54737569999999991, 114.00485700000000122 22.54756400000000127, 114.00516819999999996 22.54781170000000046, 114.00543190000000493 22.54805530000000147)	633620712	5113	primary	侨香路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92707660000000658 22.53819689999999909, 113.92711529999999698 22.5367475000000006, 113.92710950000000025 22.53654380000000046, 113.9270922999999982 22.53631130000000127, 113.92699050000000227 22.53566749999999885)	633620698	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92692420000000197 22.54461879999999852, 113.92692420000000197 22.54325659999999942)	633620699	5113	primary	南海大道	X256	F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.90728190000000097 22.48163320000000098, 113.90726250000000164 22.48174320000000037, 113.90725050000000351 22.48182620000000043, 113.90722230000000081 22.4819931000000004)	633620782	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.90722230000000081 22.4819931000000004, 113.90718739999999798 22.48176050000000004, 113.90718069999999784 22.48167129999999858, 113.90718209999999999 22.48160070000000132, 113.90719280000000424 22.48153990000000135, 113.90721689999999455 22.48147300000000115, 113.90725449999999341 22.48138880000000128, 113.90735639999999762 22.48123010000000122, 113.90742880000000525 22.48112850000000051, 113.90774140000000614 22.4807459999999999)	633620787	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91610210000000336 22.50077509999999847, 113.91655790000000081 22.5019196000000008, 113.91696550000000343 22.50294219999999967, 113.91709509999999739 22.50326599999999999, 113.91724259999999447 22.50362409999999969)	633620771	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91116870000000461 22.49253889999999956, 113.91017689999999618 22.4905772000000006)	633620780	5113	primary	南海大道	X256	B	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92715499999999906 22.53945879999999846, 113.92709999999999582 22.54125859999999903)	633620769	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92578360000000259 22.5328489999999988, 113.92664870000000121 22.53446770000000043, 113.92674420000000168 22.53466179999999852, 113.92688330000000008 22.53499869999999916, 113.92697939999999335 22.53528929999999875)	633620770	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.02938550000000362 22.55665630000000021, 114.02922590000000014 22.55665289999999956, 114.02912379999999359 22.55662979999999962, 114.02860699999999383 22.55652510000000177, 114.02845800000000054 22.55649449999999945, 114.02816169999999829 22.55643350000000069, 114.02810660000000098 22.55642220000000009, 114.02664729999999338 22.55613479999999882, 114.02569239999999695 22.55594650000000101, 114.02483410000000674 22.55578799999999973, 114.0243741999999969 22.55571570000000037, 114.02385180000000275 22.55567160000000015, 114.02294580000000224 22.55562940000000083, 114.02229040000000282 22.55563589999999863, 114.02193730000000471 22.55563940000000045, 114.02086439999999357 22.5556492999999989, 114.01954849999999908 22.5555930999999994, 114.01871869999999376 22.55555019999999899, 114.01856209999999692 22.55554860000000161, 114.01776379999999733 22.55554030000000054, 114.016609399999993 22.55552840000000003, 114.01606970000000274 22.55551769999999934, 114.01591220000000249 22.55552409999999952, 114.01548080000000596 22.55551230000000018, 114.01492629999999906 22.55551600000000079, 114.01474450000000616 22.55550729999999859, 114.01407389999999964 22.55548419999999865, 114.01255140000000665 22.55543679999999895, 114.01079400000000419 22.5554257999999983, 114.01052180000000646 22.55538170000000164, 114.0103608999999949 22.55532230000000027, 114.0101892999999933 22.55521329999999836, 114.01004980000000444 22.55505480000000063, 114.00994249999999397 22.5548466999999988, 114.00964209999999355 22.55400450000000134, 114.00941679999999678 22.55339019999999906, 114.00926219999999489 22.55307230000000018, 114.00922549999999944 22.55300030000000078, 114.00916970000000106 22.55290859999999853, 114.00907349999999951 22.55274610000000024, 114.00883740000000444 22.55234979999999823, 114.00796839999999577 22.55115089999999967, 114.00782669999999541 22.55095779999999905, 114.0070166999999941 22.54985930000000138, 114.00691700000000139 22.54972409999999883, 114.006644399999999 22.54940519999999893)	633620744	5113	primary	侨香路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92717910000000359 22.53826009999999869, 113.92715499999999906 22.53945879999999846)	633620768	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.09925590000000284 22.55847520000000017, 114.09939649999999745 22.558475099999999, 114.09994690000000617 22.55848280000000017, 114.10099569999999858 22.55849750000000142, 114.10137930000000495 22.55850279999999941, 114.10145169999999837 22.55850380000000044, 114.10342930000000194 22.55852619999999931, 114.10400070000000028 22.55853270000000066, 114.10409400000000346 22.55853309999999823, 114.10456399999999633 22.55854970000000037, 114.10561599999999771 22.55858479999999844, 114.10654610000000275 22.55859470000000044, 114.10690300000000263 22.55859849999999867)	624056638	5113	primary	笋岗东路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.12334049999999763 22.54051520000000153, 114.12354419999999777 22.54064560000000128, 114.12369769999999392 22.54074389999999894, 114.12503340000000662 22.54162579999999849, 114.12591969999999719 22.54220660000000009)	627529511	5113	primary	沿河南路辅路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.09120169999999916 22.54155480000000011, 114.09120319999999538 22.54146920000000165)	621844913	5113	primary	上步南路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.09939070000000072 22.55860759999999843, 114.09925169999999639 22.55860420000000133, 114.0987319000000042 22.55859450000000166, 114.0952798999999942 22.55853039999999865, 114.09465040000000613 22.55851870000000048, 114.09385020000000566 22.55851080000000053, 114.09262169999999514 22.55849870000000124, 114.09166949999999474 22.55849189999999993, 114.09101049999999589 22.55848710000000068, 114.09086639999999591 22.55848800000000054, 114.09010870000000182 22.55847280000000055, 114.0890031999999934 22.55845060000000046, 114.08867349999999874 22.55844390000000033, 114.08694900000000416 22.55840919999999983, 114.08604640000000074 22.55841260000000048, 114.0843543000000011 22.55838680000000096, 114.08288629999999841 22.55836349999999868)	624056637	5113	primary	笋岗西路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.12047880000000077 22.648142, 114.11893689999999424 22.64964649999999935, 114.11883930000000476 22.64974169999999987)	617632905	5113	primary	布澜路	Y211	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.12034900000000448 22.6480283, 114.1228961000000055 22.64556089999999955, 114.12325749999999402 22.64517939999999996, 114.12354589999999632 22.6448324999999997)	617632906	5113	primary	布澜路	Y212	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.12792460000000005 22.63344509999999943, 114.12780510000000334 22.63354730000000004, 114.12725380000000541 22.63408099999999834, 114.12682689999999752 22.6345370999999993, 114.12642010000000425 22.63512970000000024, 114.12617040000000657 22.63555029999999846, 114.1259332999999998 22.63604630000000029, 114.1258629999999954 22.63623069999999871, 114.12579739999999617 22.63643899999999931, 114.12576860000000067 22.63653100000000151, 114.12575250000000437 22.63659170000000032, 114.12563790000000097 22.63702470000000133, 114.12550339999999949 22.63783430000000152, 114.12539169999999444 22.63854740000000021, 114.12532170000000065 22.63895550000000156, 114.12514450000000465 22.64021040000000085, 114.12498309999999435 22.6413550999999984, 114.12493249999999989 22.64173399999999958, 114.12487350000000674 22.64218049999999849, 114.12478790000000117 22.64266310000000004, 114.12459889999999518 22.64326940000000121, 114.12450269999999364 22.64355390000000057, 114.12433629999999596 22.64392240000000101, 114.12411040000000639 22.64431510000000003, 114.12368800000000135 22.64493309999999937)	617632901	5113	primary	布澜路	Y212	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.12784369999999967 22.63334539999999961, 114.12803329999999846 22.63317869999999843)	617632902	5113	primary	布澜路	Y212	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91698809999999753 22.50329950000000068, 113.91645149999999376 22.50195199999999929, 113.91625960000000362 22.50148450000000011, 113.91575899999999422 22.50019550000000024, 113.91573289999999474 22.50011160000000032, 113.91566679999999678 22.49983710000000059)	633620696	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92689180000000704 22.53528989999999865, 113.92678279999999802 22.53498550000000122, 113.92665309999999579 22.53468559999999954, 113.92655510000000163 22.53448350000000033, 113.92556989999999928 22.53269249999999957)	633620697	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.07613870000000134 22.55149940000000086, 114.07618829999999832 22.55159889999999834, 114.07623940000000573 22.55167120000000125, 114.07629409999999837 22.55174020000000112, 114.07660679999999331 22.55213420000000113, 114.07801259999999388 22.55390620000000013, 114.07954110000000014 22.55581979999999831, 114.07983910000000094 22.55622629999999873, 114.07999030000000573 22.5564315999999998, 114.080428100000006 22.55694540000000003)	627687966	5113	primary	华富路		F	40	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.90774140000000614 22.4807459999999999, 113.90789560000000336 22.48055730000000096, 113.90802100000000507 22.48051189999999977)	633620693	5113	primary	南海大道	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.13911380000000406 22.55599429999999828, 114.13869499999999846 22.55603029999999976, 114.13831949999999438 22.55606990000000067, 114.1379976000000056 22.55614920000000012, 114.13768650000000093 22.55627799999999894, 114.1373217000000011 22.55644639999999868, 114.13703200000000493 22.55664459999999849, 114.1367852000000056 22.55684279999999831)	627558751	5113	primary	怡景路		F	60	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.08653879999999958 22.56601459999999904, 114.0864138999999966 22.56585919999999845, 114.08622359999999674 22.56561430000000001, 114.08532769999999346 22.56427619999999834, 114.08498199999999656 22.56377859999999913, 114.08478429999999548 22.56348739999999964, 114.08405019999999297 22.56239220000000145, 114.08381269999999574 22.56201809999999952, 114.08339469999999949 22.56135970000000057, 114.08305509999999572 22.56085360000000151, 114.08269970000000626 22.56033779999999922, 114.08228490000000477 22.55971010000000021)	627687962	5113	primary	华富路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.03351859999999363 22.55351980000000012, 114.03349690000000294 22.55356349999999921, 114.03346390000000099 22.55360250000000022, 114.03333840000000521 22.55368509999999915, 114.0331792000000064 22.5537863999999999, 114.03137420000000191 22.55511999999999873, 114.03106630000000621 22.55533570000000054, 114.03038589999999886 22.55585179999999923, 114.03017440000000704 22.55601229999999902, 114.02955860000000143 22.5564992999999987, 114.02938550000000362 22.55665630000000021)	627546518	5113	primary	香梅路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.02922590000000014 22.55665289999999956, 114.02931479999999453 22.55658120000000011, 114.0295200000000051 22.55641389999999902, 114.0299205000000029 22.55609240000000071, 114.03024399999999616 22.55583629999999928, 114.03030289999999525 22.5557912000000016, 114.03154739999999379 22.55483979999999988, 114.03236409999999523 22.55424560000000156, 114.03299739999999929 22.55379669999999948, 114.03317140000000052 22.55367340000000098, 114.03336190000000272 22.55354459999999861, 114.03339699999999368 22.553504199999999, 114.03341620000000489 22.55346580000000145)	627546520	5113	primary	香梅路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92148129999999639 22.64363309999999885, 113.92147880000000271 22.64351780000000147, 113.92147020000000168 22.64338409999999868, 113.92144949999999426 22.64317720000000023, 113.9214460000000031 22.6431426000000009, 113.92143230000000642 22.64300529999999867, 113.92135129999999776 22.64222279999999898, 113.92131840000000409 22.64192369999999954, 113.92125249999999426 22.64127600000000129, 113.92126389999999958 22.64041239999999888, 113.92126469999999472 22.64035189999999886, 113.92124450000000024 22.63925520000000091, 113.92121939999999825 22.63789680000000004, 113.92108559999999784 22.63068859999999916, 113.92101639999999918 22.62638959999999955, 113.92094889999999907 22.6221975999999998, 113.92091770000000395 22.62038499999999885, 113.9208725999999956 22.61746099999999871, 113.92081790000000296 22.61406260000000046, 113.92078669999999363 22.61213580000000078, 113.92074420000000146 22.60948589999999925, 113.92070449999999937 22.60869059999999919, 113.92061870000000567 22.60803990000000141, 113.92047870000000387 22.60745819999999995, 113.92029870000000358 22.60699470000000133, 113.92012250000000506 22.60655470000000022, 113.91990979999999922 22.60615449999999882, 113.91921949999999697 22.60514309999999938, 113.91752879999999948 22.60266590000000164, 113.91722359999999981 22.60214089999999842, 113.91697840000000497 22.60165659999999832, 113.91677989999999454 22.60115220000000136, 113.91662490000000219 22.60065219999999897, 113.91589340000000163 22.59804120000000083, 113.91566819999999893 22.59723729999999975, 113.91553670000000409 22.59676789999999968, 113.91531410000000335 22.59597330000000071, 113.91488250000000448 22.59429709999999858, 113.91479660000000251 22.59380390000000105, 113.91476529999999912 22.59332159999999945, 113.91481389999999863 22.59282639999999986, 113.91493669999999838 22.59233599999999953, 113.91510680000000377 22.59185090000000073, 113.91538409999999715 22.59132149999999939, 113.91560029999999415 22.59100499999999911, 113.9157732999999979 22.59078630000000132, 113.9175221999999934 22.58896040000000127, 113.91758559999999534 22.58889419999999859, 113.91778019999999572 22.58869089999999957)	598316617	5113	primary	宝石路	S359	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92170419999999353 22.64345210000000108, 113.92148129999999639 22.64363309999999885, 113.92034660000000201 22.64490639999999999, 113.9198851000000019 22.64544039999999825, 113.91969109999999432 22.64566470000000109, 113.91888149999999769 22.64647559999999871, 113.91865640000000326 22.64661990000000102)	598316620	5113	primary	松白路辅路	S359	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92386980000000563 22.64092420000000061, 113.92291600000000074 22.64209789999999956, 113.9223511000000002 22.64272730000000067, 113.92181739999999479 22.64331350000000143, 113.92172970000000021 22.64343140000000076, 113.92170419999999353 22.64345210000000108)	598316614	5113	primary	松白路辅路	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91936769999999512 22.6455529999999996, 113.91976320000000555 22.64501269999999877, 113.92016209999999887 22.64461289999999849, 113.9214460000000031 22.6431426000000009)	598316615	5113	primary	松白路辅路	S359	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.21164799999999673 22.64089389999999824, 114.21157259999999667 22.64108759999999876, 114.21085290000000612 22.64266359999999878, 114.21055479999999704 22.64337959999999939, 114.21037099999999498 22.64391639999999839, 114.21022580000000346 22.64437780000000089, 114.21007849999999451 22.64502359999999825, 114.20998350000000698 22.64556029999999964, 114.20986360000000559 22.64623770000000036, 114.20976709999999343 22.64688340000000011, 114.20968499999999324 22.64743229999999841, 114.20958550000000287 22.64790899999999851, 114.20953240000000051 22.64829689999999829, 114.20950349999999673 22.64857230000000143)	598239091	5113	primary	惠盐中路	S202	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.21155380000000434 22.64086139999999858, 114.21177430000000186 22.64030839999999856, 114.21193859999999631 22.63986990000000077, 114.21208640000000401 22.63932099999999892, 114.21220909999999549 22.6382987, 114.21240040000000704 22.63713930000000119)	598239092	5113	primary	惠盐中路	S202	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.95003300000000479 22.5902542000000004, 113.94998879999999986 22.59041829999999962, 113.94992840000000456 22.59060949999999934, 113.94985189999999875 22.59080649999999935, 113.94971390000000611 22.59108499999999964, 113.94957440000000304 22.59131470000000164, 113.94937899999999331 22.59159089999999992, 113.94906400000000701 22.59195449999999994, 113.94839020000000573 22.59246029999999905, 113.94741820000000132 22.59296790000000144, 113.94596029999999587 22.5936836999999997, 113.94517410000000268 22.59414320000000131, 113.94365519999999492 22.59522150000000096, 113.94130180000000507 22.59692539999999994, 113.94117860000000064 22.59701460000000139, 113.93960010000000693 22.59826599999999885, 113.93799429999999973 22.59961870000000062, 113.93667800000000057 22.6008248000000016, 113.93479360000000611 22.60262330000000119, 113.93447849999999733 22.60294830000000132, 113.9339937999999961 22.60348370000000173, 113.93372490000000141 22.6037807000000015, 113.93349159999999642 22.60411009999999976, 113.93337189999999737 22.6042790999999994, 113.93310719999999492 22.60479670000000141, 113.93286390000000097 22.60540010000000066, 113.93269460000000493 22.6060225999999993, 113.9326039000000037 22.60666889999999896, 113.93260870000000295 22.60726749999999896, 113.93265639999999905 22.60795919999999981, 113.93282100000000412 22.60858879999999971, 113.93306900000000326 22.60925659999999837, 113.93330269999999871 22.60974789999999857, 113.93361040000000628 22.61052069999999858, 113.93390850000000114 22.61121470000000144, 113.93415179999999509 22.61185629999999946, 113.9343329999999952 22.61246209999999834, 113.93445470000000341 22.61303679999999972, 113.93452859999999305 22.61369270000000142, 113.93458110000000261 22.61453459999999893, 113.93464070000000277 22.61584159999999954, 113.93468129999999405 22.61712710000000115, 113.93470820000000288 22.61761840000000134, 113.93474799999999902 22.61834580000000017, 113.93480769999999325 22.61969810000000081, 113.93481850000000577 22.61997429999999909, 113.93487919999999747 22.62152499999999833, 113.93488399999999672 22.62230969999999886, 113.93481479999999806 22.62312539999999927, 113.93476549999999747 22.62350879999999975, 113.93469319999999811 22.62415329999999969, 113.93454640000000211 22.6252330999999991, 113.93432830000000422 22.6269151000000015, 113.93421010000000138 22.62780950000000146, 113.93413370000000384 22.62817619999999863, 113.93404870000000528 22.6285191999999995)	595547618	5113	primary	沙河西路	X256	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.1367852000000056 22.55684279999999831, 114.13665659999999491 22.55697890000000072, 114.13512819999999692 22.55859690000000128, 114.13503459999999734 22.55869540000000129)	595769399	5113	primary	怡景路		F	60	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
